Model,config_key,K,lam_lin,lam_nonlin,seed,selected_by_validation,pred_r2,sharpe,phi,drift
ResCAE,"cae:(3, 0.001, 1e-05)",3,0.001,1e-05,30,False,0.01722896099090576,0.47631005341972343,2.2929113559929693e-08,0.9726652503013611
ResCAE,"cae:(3, 0.001, 1e-05)",3,0.001,1e-05,45,False,0.016841888427734375,0.5448277207381594,9.392018886635214e-08,0.820366382598877
ResCAE,"cae:(3, 0.001, 1e-05)",3,0.001,1e-05,99,False,0.017120838165283203,0.8097958444176807,4.9317927348258396e-08,0.3326582908630371
ResCAE,"cae:(3, 0.001, 1e-05)",3,0.001,1e-05,2048,False,0.015967905521392822,0.531965302872648,2.938030244198959e-07,0.8315450549125671
ResCAE,"cae:(3, 0.001, 5e-05)",3,0.001,5e-05,10,False,0.017500340938568115,0.5244318084368615,7.912547621394081e-07,0.9686200618743896
ResCAE,"cae:(3, 0.001, 5e-05)",3,0.001,5e-05,30,False,0.01717698574066162,0.47465429063591186,3.5886261728761596e-07,0.9730483889579773
ResCAE,"cae:(3, 0.001, 5e-05)",3,0.001,5e-05,45,False,0.016991853713989258,0.5330854853934489,5.2134984339312946e-08,0.8109620213508606
ResCAE,"cae:(3, 0.001, 5e-05)",3,0.001,5e-05,99,False,0.017034292221069336,0.4722098073954333,2.5679173328525074e-08,0.5268734693527222
ResCAE,"cae:(3, 0.001, 5e-05)",3,0.001,5e-05,2048,False,0.015991568565368652,0.5508210590022122,1.388818290465881e-07,0.8317347764968872
ResCAE,"cae:(3, 0.001, 0.0001)",3,0.001,0.0001,10,False,0.01713430881500244,0.527031739567655,3.587485981324283e-07,0.9684430360794067
ResCAE,"cae:(3, 0.001, 0.0001)",3,0.001,0.0001,30,False,0.017138242721557617,0.46424281805645184,3.0670088603582843e-07,0.9732748866081238
ResCAE,"cae:(3, 0.001, 0.0001)",3,0.001,0.0001,45,False,0.01710343360900879,0.5461411105724359,1.0560461098374462e-07,0.8109772801399231
ResCAE,"cae:(3, 0.001, 0.0001)",3,0.001,0.0001,99,False,0.01701134443283081,0.4621672597602304,3.385227954864971e-08,0.5266612768173218
ResCAE,"cae:(3, 0.001, 0.0001)",3,0.001,0.0001,2048,False,0.016060352325439453,0.5446978799555825,2.6285266075301977e-07,0.8319530487060547
